																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
136	item136	Dragonning Boots	950	Boots	Misc	1	13	3	18	Boots	31	0	0	0	0	"Dragon hunters require unusually hardy protective gear, their boots not excepting. These boots are constructed with erudine-alloy shells lined with wyvern leather."
137	item137	Bronze Ring	100	Ring	Misc	0	0	7	2	Ring	32	0	0	0	0	A simple bauble of very little value.
138	item138	Gold Ring	350	Ring	Misc	0	0	7	5	Ring	32	0	0	0	0	A ring of soft gold rendered with half-hearted craftsmanship as a means of conveniently carrying a small amount of wealth.
139	item139	Pearl Ring	550	Ring	Misc	0	0	7	8	Ring	32	0	0	0	0	A silver ring set with a good quality pearl.
140	item140	Gemstone Ring	800	Ring	Misc	0	0	7	12	Ring	32	0	0	0	0	This gold ring is decorated with a variety of tiny gems giving it a multicolored sparkle.
141	item143	Amethyst Ring	900	Ring	Misc	0	0	7	13	Ring	32	0	0	0	0	A ring set with three amethysts. The largest is an excellent stone - richly and evenly purple with a perfect cut.
142	item142	Necromatic Ring	1100	Ring	Misc	0	0	7	16	Ring	32	0	0	0	0	"Though made of semi-precious silver, this ring is highly valuable because it is well suited to holding enchantments of medium power."
143	item141	Ruby Ring	1350	Ring	Misc	0	0	7	20	Ring	32	0	0	0	0	"This simply elegant ring is set with a single, oval ruby of high quality - pigeon blood red, perfectly cut and clear of imperfections."
144	item144	Vampire's Ring	1500	Ring	Misc	0	0	7	22	Ring	32	0	0	0	0	"Worn only by elder Vampires of great power, it is said that a part of their life force is invested in the ring's creation. This would certainly explain their ability to hold powerful enchantments."
145	item145	Sun Opal Ring	1800	Ring	Misc	0	0	7	27	Ring	32	0	0	0	0	Sun opals shine with a mild inner light. They are extremely rare and coveted by elemental magicians.
146	item146	Focal Ring	2500	Ring	Misc	0	0	7	30	Ring	32	0	0	0	0	"The ""stone"" of this platinum ring is actually a tiny interplanar portal which draws power from realms beyond. The strength limit of the enchantments such rings can hold is the skill and knowledge of the enchanter."
147	item147	Brass Charm	400	Amulet	Misc	0	0	4	2	Amulet	33	0	0	0	0	These stamp formed and lacquered baubles are cheap trinkets sold to pilgrims as keepsake mementos.
148	item148	Jade Amulet	800	Amulet	Misc	0	0	4	8	Amulet	33	0	0	0	0	A large polished jade stone decorates and adds value to this simple amulet.
149	item149	Blood Talisman	1100	Amulet	Misc	0	0	4	12	Amulet	33	0	0	0	0	"Made by necromancers to hold dark magics, other sorcerers have recognized their worth for other uses."
150	item150	Shadow Sect Medallion	1400	Amulet	Misc	0	0	4	16	Amulet	33	0	0	0	0	"Formed in white and yellow gold, inlaid with jade, and studded with peridots, these amulets are worn by members of the secret Shadow Sect hidden beneath their clothing."
151	item151	Locus Amulet	1750	Amulet	Misc	0	0	4	20	Amulet	33	0	0	0	0	"The pinnacle of artificer tradecraft, these amulets wrought in platinum and set with a perfect sapphire can contain enchantments of nearly unimaginable potency."
152	item152	Witch's Wand of Fire	1000	WeaponW	Misc	S2	35	3	10	Wand	34	0	0	15	84	"The primitive materials of this wand is infused with dark spiritual energy. To use this wand, you must equip it as though you were equipping a weapon."
153	item152	Witch's Wand of Sparks	1000	WeaponW	Misc	S15	35	3	10	Wand	34	0	0	15	84	"The primitive materials of this wand is infused with dark spiritual energy. To use this wand, you must equip it as though you were equipping a weapon."
154	item152	Witch's Wand of Poison	1000	WeaponW	Misc	S24	35	3	10	Wand	34	0	0	15	84	"The primitive materials of this wand is infused with dark spiritual energy. To use this wand, you must equip it as though you were equipping a weapon."
155	item152	Witch's Wand of Stunning	1000	WeaponW	Misc	S34	35	3	10	Wand	34	0	0	15	84	"The primitive materials of this wand is infused with dark spiritual energy. To use this wand, you must equip it as though you were equipping a weapon."
156	item152	Witch's Wand of Harming	1000	WeaponW	Misc	S70	35	3	10	Wand	34	0	0	15	84	"The primitive materials of this wand is infused with dark spiritual energy. To use this wand, you must equip it as though you were equipping a weapon."
157	item153	Shaman's Wand of Light	1500	WeaponW	Misc	S78	30	3	14	Wand	34	0	0	10	91	"Something rattles ominously within the gog skull topping this wand - product of Ogre mage magic. To use it, you must equip it like a weapon."
158	item153	Shaman's Wand of Ice	1500	WeaponW	Misc	S26	30	3	14	Wand	34	0	0	10	91	"Something rattles ominously within the gog skull topping this wand - product of Ogre mage magic. To use it, you must equip it like a weapon."
159	item153	Shaman's Wand of Lashing	1500	WeaponW	Misc	S52	30	3	14	Wand	34	0	0	10	91	"Something rattles ominously within the gog skull topping this wand - product of Ogre mage magic. To use it, you must equip it like a weapon."
160	item153	Shaman's Wand of Mind	1500	WeaponW	Misc	S59	30	3	14	Wand	34	0	0	10	91	"Something rattles ominously within the gog skull topping this wand - product of Ogre mage magic. To use it, you must equip it like a weapon."
161	item153	Shaman's Wand of Swarms	1500	WeaponW	Misc	S37	30	3	14	Wand	34	0	0	10	91	"Something rattles ominously within the gog skull topping this wand - product of Ogre mage magic. To use it, you must equip it like a weapon."
162	item155	Wizard Wand of Fireballs	2000	WeaponW	Misc	S6	25	3	18	Wand	34	0	0	8	88	"A wand of highly polished thornbark wrapped with platinum wire. To use it, you must equip it like a weapon."
163	item155	Wizard Wand of Acid	2000	WeaponW	Misc	S29	25	3	18	Wand	34	0	0	8	88	"A wand of highly polished thornbark wrapped with platinum wire. To use it, you must equip it like a weapon."
164	item155	Wizard Wand of Lightning	2000	WeaponW	Misc	S18	25	3	18	Wand	34	0	0	8	88	"A wand of highly polished thornbark wrapped with platinum wire. To use it, you must equip it like a weapon."
165	item155	Wizard Wand of Blades	2000	WeaponW	Misc	S39	25	3	18	Wand	34	0	0	8	88	"A wand of highly polished thornbark wrapped with platinum wire. To use it, you must equip it like a weapon."
166	item155	Wizard Wand of Berzerking	2000	WeaponW	Misc	S62	25	3	18	Wand	34	0	0	8	88	"A wand of highly polished thornbark wrapped with platinum wire. To use it, you must equip it like a weapon."
167	item154	Serpent Wand of Blasting	2500	WeaponW	Misc	S32	20	3	22	Wand	34	0	0	8	97	"Made from the braided bodies of three snakes, this wand pulses like a slow heartbeat. To use it you must equip it like a weapon."
168	item154	Serpent Wand of the Fist	2500	WeaponW	Misc	S76	20	3	22	Wand	34	0	0	8	97	"Made from the braided bodies of three snakes, this wand pulses like a slow heartbeat. To use it you must equip it like a weapon."
169	item154	Serpent Wand of Rocks	2500	WeaponW	Misc	S41	20	3	22	Wand	34	0	0	8	97	"Made from the braided bodies of three snakes, this wand pulses like a slow heartbeat. To use it you must equip it like a weapon."
170	item154	Serpent Wand of Paralysis	2500	WeaponW	Misc	S81	20	3	22	Wand	34	0	0	8	97	"Made from the braided bodies of three snakes, this wand pulses like a slow heartbeat. To use it you must equip it like a weapon."
171	item154	Serpent Wand of Clouds	2500	WeaponW	Misc	S90	20	3	22	Wand	34	0	0	8	97	"Made from the braided bodies of three snakes, this wand pulses like a slow heartbeat. To use it you must equip it like a weapon."
172	item156	Necrotic Wand of Implosion	3000	WeaponW	Misc	S20	15	3	26	Wand	34	0	0	8	92	"A unicorn horn capped with a gold set ruby and crowned with a sculpted skull, this wand could only be the creation of the Necromancers' Guild. To use it you must equip it like a weapon."
173	item156	Necrotic Wand of Distortion	3000	WeaponW	Misc	S44	15	3	26	Wand	34	0	0	8	92	"A unicorn horn capped with a gold set ruby and crowned with a sculpted skull, this wand could only be the creation of the Necromancers' Guild. To use it you must equip it like a weapon."
174	item156	Necrotic Wand of Shrapnel	3000	WeaponW	Misc	S93	15	3	26	Wand	34	0	0	8	92	"A unicorn horn capped with a gold set ruby and crowned with a sculpted skull, this wand could only be the creation of the Necromancers' Guild. To use it you must equip it like a weapon."
175	item156	Necrotic Wand of Shrinking	3000	WeaponW	Misc	S92	15	3	26	Wand	34	0	0	8	92	"A unicorn horn capped with a gold set ruby and crowned with a sculpted skull, this wand could only be the creation of the Necromancers' Guild. To use it you must equip it like a weapon."
176	item156	Necrotic Wand of Incineration	3000	WeaponW	Misc	S11	15	3	26	Wand	34	0	0	8	92	"A unicorn horn capped with a gold set ruby and crowned with a sculpted skull, this wand could only be the creation of the Necromancers' Guild. To use it you must equip it like a weapon."
177	item213	Zircon	200	Gem	Misc	0	0	0	0	Gemstone	142	0	0	0	0	A Jadamean yellow zircon, cut to a neat pentagon. As a gem quality stone it has no magical properties, so you might as well sell it.
178	item218	Iolite	400	Gem	Misc	0	0	0	0	Gemstone	143	0	0	0	0	A Jadamean iolite with a pleasant rosy shine. As a gem quality stone it has no magical properties, so you might as well sell it.
179	item215	Citrine	800	Gem	Misc	0	0	0	0	Gemstone	144	0	0	0	0	A Jadamean citrine of honey orange. As a gem quality stone it has no magical properties, so you might as well sell it.
180	item214	Amber	1000	Gem	Misc	0	0	0	0	Gemstone	145	0	0	0	0	"A Jadamean amber, stilled and neatly cut. As a gem quality stone it has no magical properties, so you might as well sell it."
181	item220	Amethyst	1500	Gem	Misc	0	0	0	0	Gemstone	146	0	0	0	0	A Jadamean amethyst, cut to a shape that sparkles constantly. As a gem quality stone it has no magical properties, so you might as well sell it.
182	item221	Topaz	1700	Gem	Misc	0	0	0	0	Gemstone	147	0	0	0	0	A Jadamean topaz with an intricate cut. As a gem quality stone, it has no magical properties so you might as well sell it.
183	item219	Emerald	1900	Gem	Misc	0	0	0	0	Gemstone	148	0	0	0	0	A Jadamean flat cut emerald. As a gem quality stone, it has no magical properties so you might as well sell it.
184	item217	Sapphire	2100	Gem	Misc	0	0	0	0	Gemstone	149	0	0	0	0	A Jadamean, egg-shaped sapphire. As a gem quality stone, it has no magical properties so you might as well sell it.
185	item212	Ruby	2300	Gem	Misc	0	0	0	0	Gemstone	150	0	0	0	0	"A Jadamean ruby cut to the shape of a prism. As a gem quality stone, it has no magical properties so you might as well sell it."
186	item216	Diamond	3000	Gem	Misc	0	0	0	0	Gemstone	151	0	0	0	0	A Jadamean diamond perfectly cut into a multi-faceted polyhedron. As a gem quality stone it has no magical properties, so you might as well sell it.
187	item204	Gold	0	Gold	Misc	0	0	0	0	Gold	83	0	0	0	0	Gold
188	item205	Gold	0	Gold	Misc	0	0	0	0	Gold	84	0	0	0	0	Gold
189	item206	Gold	0	Gold	Misc	0	0	0	0	Gold	85	0	0	0	0	Gold
190	item211	Dimension door	4000	Gem	Misc	0	1	2	10	Scroll	78	0	0	0	0	"A spell scroll.  (To cast this spell, pick the scroll up and right-click over a character's portrait in the inventory screen.)"
191	null	_misc191	0	0	0	0	0	0	0	0	1	0	0	0	0	
192	null	_misc192	0	0	0	0	0	0	0	0	1	0	0	0	0	
193	null	_misc193	0	0	0	0	0	0	0	0	1	0	0	0	0	
194	null	_misc194	0	0	0	0	0	0	0	0	1	0	0	0	0	
195	null	_misc195	0	0	0	0	0	0	0	0	1	0	0	0	0	
196	null	_misc196	0	0	0	0	0	0	0	0	1	0	0	0	0	
197	7item187	Gold	0	Gold	Misc	0	0	0	0	Gold	83	0	0	0	0	Gold
198	7item188	Gold	0	Gold	Misc	0	0	0	0	Gold	84	0	0	0	0	Gold
199	7item189	Gold	0	Gold	Misc	0	0	0	0	Gold	85	0	0	0	0	Gold
200	item158	Widowsweep Berries	1	Reagent	Misc	1	0	1	0	Reagent	36	0	0	0	0	"An ingredient with alchemical properties, widowsweep berries can be used to mix red potions. (To use, pick it up and right-click over an empty potion bottle.)"
201	item161	Wolf's Eye	10	Reagent	Misc	5	0	1	0	Reagent	42	0	0	0	0	"An ingredient with alchemical properties, wolf eyes can be used to mix red potions. (To use, pick it up and right-click over an empty potion bottle.)"
202	item162	Phial of Gog Blood	50	Reagent	Misc	10	0	1	0	Reagent	40	0	0	0	0	"An ingredient with alchemical properties, gog blood can be used to mix red potions. (To use, pick it up and right-click over an empty potion bottle.)"
203	item163	Ruby	100	Reagent	Misc	20	0	1	0	Reagent	41	0	0	0	0	"An ingredient with alchemical properties, rubies can be used to mix red potions. (To use, pick it up and right-click over an empty potion bottle.)"
204	item164	Phoenix Feather	500	Reagent	Misc	50	1	1	0	Reagent	44	0	0	0	0	"An ingredient with alchemical properties, phoenix feathers can be used to mix red potions. (To use, pick it up and right-click over an empty potion bottle.)"
205	item157	Phima Root	1	Reagent	Misc	1	1	1	0	Reagent	35	0	0	0	0	"An ingredient with alchemical properties, phima roots can be used to mix blue potions. (To use, pick it up and right-click over an empty potion bottle.)"
206	item165	Meteor Fragment	10	Reagent	Misc	5	1	1	0	Reagent	43	0	0	0	0	"An ingredient with alchemical properties, meteor fragments can be used to mix blue potions. (To use, pick it up and right-click over an empty potion bottle.)"
207	item166	Will O' Wisp Heart	50	Reagent	Misc	10	1	1	0	Reagent	81	0	0	0	0	"An ingredient with alchemical properties, will o' wisp hearts can be used to mix blue potions. (To use, pick it up and right-click over an empty potion bottle.)"
208	item167	Datura	100	Reagent	Misc	20	1	1	0	Reagent	39	0	0	0	0	"An ingredient with alchemical properties, datura can be used to mix blue potions. (To use, pick it up and right-click over an empty potion bottle.)"
